4354.4172282665  -4.688249E-18
4356.41908014061  1.122699E-17
4358.42093201472  8.166254E-17
4360.42278388883  6.841938E-17
4362.42463576294  1.254481E-16
4364.42648763705  9.262333E-17
4366.42833951116  2.063295E-17
4368.43019138527  -6.805606E-18
4370.43204325937  1.042896E-16
4372.43389513348  1.297363E-17
4374.43574700759  2.089828E-17
4376.4375988817  1.042530E-16
4378.43945075581  3.412967E-17
4380.44130262992  8.129575E-18
4382.44315450403  -1.453234E-17
4384.44500637814  -5.283662E-18
4386.44685825225  6.797802E-17
4388.44871012636  2.823564E-17
4390.45056200047  1.104082E-17
4392.45241387458  2.432195E-17
4394.45426574869  1.713602E-17
4396.45611762279  4.586680E-17
4398.4579694969  4.037657E-17
4400.45982137101  1.866225E-17
4402.46167324512  2.800179E-17
4404.46352511923  3.353870E-17
4406.46537699334  3.984618E-17
4408.46722886745  2.917588E-17
4410.46908074156  8.522257E-17
4412.47093261567  7.519873E-17
4414.47278448978  7.675781E-17
4416.47463636389  6.883724E-17
4418.476488238  5.137983E-17
4420.4783401121  8.668337E-17
4422.48019198621  4.093439E-17
4424.48204386032  3.663742E-17
4426.48389573443  1.436857E-17
4428.48574760854  1.781543E-17
4430.48759948265  3.687326E-17
4432.48945135676  3.743177E-17
4434.49130323087  6.608690E-17
4436.49315510498  6.229153E-17
4438.49500697909  5.062025E-17
4440.4968588532  2.961691E-17
4442.49871072731  1.671619E-17
4444.50056260141  2.728850E-18
4446.50241447552  3.059270E-17
4448.50426634963  9.409102E-17
4450.50611822374  2.468839E-17
4452.50797009785  7.936899E-17
4454.50982197196  2.356293E-17
4456.51167384607  2.618582E-17
4458.51352572018  6.043866E-17
4460.51537759429  4.339991E-17
4462.5172294684  7.161959E-17
4464.51908134251  1.303759E-17
4466.52093321662  2.882217E-17
4468.52278509073  8.432898E-18
4470.52463696483  3.064051E-17
4472.52648883894  2.661913E-17
4474.52834071305  6.653453E-18
4476.53019258716  3.177664E-17
4478.53204446127  6.920054E-18
4480.53389633538  9.403594E-18
4482.53574820949  4.681492E-17
4484.5376000836  3.962274E-17
4486.53945195771  1.386558E-17
4488.54130383182  -5.699852E-19
4490.54315570593  2.946863E-17
4492.54500758004  2.948477E-17
4494.54685945415  4.824891E-17
4496.54871132825  2.916728E-17
4498.55056320236  1.017180E-17
4500.55241507647  5.801724E-17
4502.55426695058  5.509762E-17
4504.55611882469  5.585107E-17
4506.5579706988  5.854483E-17
4508.55982257291  1.223815E-17
4510.56167444702  3.673361E-18
4512.56352632113  3.582375E-17
4514.56537819524  4.368156E-17
4516.56723006935  4.461133E-17
4518.56908194345  5.696355E-17
4520.57093381756  4.169345E-17
4522.57278569167  7.416228E-17
4524.57463756578  6.301776E-17
4526.57648943989  3.344000E-17
4528.578341314  3.138933E-18
4530.58019318811  1.032392E-17
4532.58204506222  6.641431E-17
4534.58389693633  6.360711E-17
4536.58574881044  4.308411E-17
4538.58760068455  1.510242E-17
4540.58945255866  1.268483E-17
4542.59130443277  2.795837E-17
4544.59315630687  5.277525E-17
4546.59500818099  3.567238E-17
4548.59686005509  5.133674E-17
4550.5987119292  4.314365E-17
