R9BHB  LON,LAT,size  -62.163777351379395 -38.71608853340149 1672
480.769261 479.96937073131573 -1024 -175.87370728188898 238.94308060527874
480.769344 479.96945373131575 -768 -175.61770728188898 239.19908060527874
480.769427 479.96953673131577 -640 -175.48970728188897 239.32708060527875
480.771344 479.97145373131576 640 -174.209707281889 240.60708060527872
480.771969 479.9720787313158 858 -173.99170728188898 240.82508060527874
480.773927 479.9740367313158 768 -174.08170728188898 240.73508060527874
480.788094 479.98820373131576 -792 -175.64170728188898 239.17508060527874
480.788261 479.98837073131574 -896 -175.74570728188897 239.07108060527875
480.788386 479.98849573131577 -1024 -175.87370728188898 238.94308060527874
480.788677 479.98878673131577 -1280 -176.12970728188898 238.68708060527874
480.790177 479.9902867313158 -1644 -176.493707281889 238.32308060527873
480.790886 479.99099573131576 -1536 -176.38570728188898 238.43108060527874
480.791052 479.99116173131574 -1280 -176.12970728188898 238.68708060527874
480.791136 479.99124573131576 -1024 -175.87370728188898 238.94308060527874
480.791219 479.9913287313158 -762 -175.61170728188898 239.20508060527874
480.809469 480.00957873131574 -859 -175.708707281889 239.10808060527873
480.809511 480.00962073131575 -896 -175.74570728188897 239.07108060527875
480.809552 480.00966173131576 -1024 -175.87370728188898 238.94308060527874
480.809636 480.0097457313158 -1280 -176.12970728188898 238.68708060527874
480.809719 480.00982873131574 -1536 -176.38570728188898 238.43108060527874
480.809802 480.00991173131575 -1792 -176.64170728188898 238.17508060527874
480.809886 480.00999573131577 -2048 -176.89770728188898 237.91908060527874
480.810469 480.0105787313158 -2944 -177.79370728188897 237.02308060527875
480.811427 480.01153673131574 -2560 -177.40970728188898 237.40708060527874
480.811636 480.0117457313158 -2048 -176.89770728188898 237.91908060527874
480.811886 480.0119957313158 -1536 -176.38570728188898 238.43108060527874
480.812052 480.01216173131576 -1280 -176.12970728188898 238.68708060527874
480.812219 480.0123287313158 -1024 -175.87370728188898 238.94308060527874
480.812302 480.01241173131575 -768 -175.61770728188898 239.19908060527874
480.812386 480.01249573131577 -640 -175.48970728188897 239.32708060527875
480.814011 480.01412073131576 769 -174.08070728188898 240.73608060527874
480.814219 480.01432873131574 896 -173.953707281889 240.86308060527872
480.814677 480.0147867313158 1260 -173.589707281889 241.22708060527873
480.815261 480.0153707313158 1024 -173.82570728188898 240.99108060527874
480.815469 480.01557873131577 896 -173.953707281889 240.86308060527872
480.827511 480.0276207313158 -803 -175.65270728188898 239.16408060527874
480.827552 480.0276617313158 -896 -175.74570728188897 239.07108060527875
480.827636 480.02774573131575 -1024 -175.87370728188898 238.94308060527874
480.827719 480.02782873131576 -1280 -176.12970728188898 238.68708060527874
480.827802 480.0279117313158 -1536 -176.38570728188898 238.43108060527874
480.827886 480.02799573131574 -1792 -176.64170728188898 238.17508060527874
480.827969 480.02807873131576 -2048 -176.89770728188898 237.91908060527874
480.828177 480.02828673131575 -2560 -177.40970728188898 237.40708060527874
480.828469 480.02857873131575 -3072 -177.92170728188898 236.89508060527874
480.829302 480.02941173131575 -3864 -178.713707281889 236.10308060527873
480.830177 480.03028673131575 -3072 -177.92170728188898 236.89508060527874
480.830511 480.03062073131576 -2560 -177.40970728188898 237.40708060527874
480.831011 480.03112073131575 -2048 -176.89770728188898 237.91908060527874
480.831761 480.03187073131573 -1536 -176.38570728188898 238.43108060527874
480.831969 480.0320787313158 -1280 -176.12970728188898 238.68708060527874
480.832177 480.03228673131576 -1024 -175.87370728188898 238.94308060527874
480.832302 480.0324117313158 -768 -175.61770728188898 239.19908060527874
480.832427 480.03253673131576 -640 -175.48970728188897 239.32708060527875
480.832511 480.0326207313158 -512 -175.36170728188898 239.45508060527874
480.837761 480.03787073131576 797 -174.05270728188898 240.76408060527874
480.838052 480.03816173131577 992 -173.857707281889 240.95908060527873
480.839636 480.03974573131575 896 -173.953707281889 240.86308060527872
480.840594 480.0407037313158 -797 -175.64670728188898 239.17008060527874
480.840677 480.0407867313158 -896 -175.74570728188897 239.07108060527875
480.841094 480.04120373131576 -1104 -175.953707281889 238.86308060527872
480.842552 480.0426617313158 -1024 -175.87370728188898 238.94308060527874
480.842636 480.0427457313158 -716 -175.565707281889 239.25108060527873
480.850802 480.05091173131575 -785 -175.63470728188898 239.18208060527874
480.850886 480.05099573131577 -896 -175.74570728188897 239.07108060527875
480.850927 480.0510367313158 -1024 -175.87370728188898 238.94308060527874
480.851052 480.05116173131574 -1280 -176.12970728188898 238.68708060527874
480.851136 480.05124573131576 -1536 -176.38570728188898 238.43108060527874
480.851219 480.0513287313158 -1792 -176.64170728188898 238.17508060527874
480.851302 480.05141173131574 -2048 -176.89770728188898 237.91908060527874
480.851427 480.05153673131576 -2560 -177.40970728188898 237.40708060527874
480.851552 480.0516617313158 -3072 -177.92170728188898 236.89508060527874
480.851636 480.05174573131575 -3584 -178.43370728188899 236.38308060527874
480.851719 480.05182873131577 -4096 -178.94570728188899 235.87108060527873
480.851886 480.05199573131574 -5120 -179.969707281889 234.84708060527873
480.852011 480.05212073131577 -6144 -180.993707281889 233.82308060527873
480.852136 480.05224573131574 -7168 -182.017707281889 232.79908060527873
480.852219 480.05232873131575 -8192 -183.041707281889 231.77508060527873
480.852427 480.05253673131574 -10240 -185.089707281889 229.72708060527873
480.852594 480.0527037313158 -12288 -187.137707281889 227.67908060527873
480.852761 480.05287073131575 -14336 -189.185707281889 225.63108060527873
480.852969 480.05307873131574 -16384 -191.233707281889 223.58308060527872
480.856094 480.05620373131575 -23744 -198.59370728188898 216.22308060527874
480.867261 480.06737073131575 -20480 -195.32970728188897 219.48708060527875
480.867927 480.0680367313158 -16384 -191.233707281889 223.58308060527872
480.868344 480.06845373131574 -12288 -187.137707281889 227.67908060527873
480.868802 480.0689117313158 -10240 -185.089707281889 229.72708060527873
480.869302 480.06941173131577 -8192 -183.041707281889 231.77508060527873
480.869594 480.06970373131577 -6144 -180.993707281889 233.82308060527873
480.870386 480.07049573131576 -4624 -179.47370728188898 235.34308060527874
480.871511 480.07162073131576 -5120 -179.969707281889 234.84708060527873
480.871802 480.07191173131577 -6144 -180.993707281889 233.82308060527873
480.872219 480.07232873131574 -7168 -182.017707281889 232.79908060527873
480.872636 480.07274573131576 -8192 -183.041707281889 231.77508060527873
480.873136 480.07324573131575 -10240 -185.089707281889 229.72708060527873
480.874677 480.0747867313158 -12768 -187.61770728188898 227.19908060527874
480.876386 480.0764957313158 -12288 -187.137707281889 227.67908060527873
480.876886 480.0769957313158 -10240 -185.089707281889 229.72708060527873
480.877302 480.07741173131575 -8192 -183.041707281889 231.77508060527873
480.877719 480.0778287313158 -6144 -180.993707281889 233.82308060527873
480.877969 480.07807873131577 -5120 -179.969707281889 234.84708060527873
480.878177 480.07828673131576 -4096 -178.94570728188899 235.87108060527873
480.878344 480.0784537313158 -3072 -177.92170728188898 236.89508060527874
480.878552 480.0786617313158 -2560 -177.40970728188898 237.40708060527874
480.878636 480.07874573131573 -2048 -176.89770728188898 237.91908060527874
480.878761 480.07887073131576 -1536 -176.38570728188898 238.43108060527874
480.878886 480.0789957313158 -1280 -176.12970728188898 238.68708060527874
480.878969 480.07907873131575 -1024 -175.87370728188898 238.94308060527874
480.879052 480.07916173131576 -768 -175.61770728188898 239.19908060527874
480.879136 480.0792457313158 -640 -175.48970728188897 239.32708060527875
480.879177 480.0792867313158 -512 -175.36170728188898 239.45508060527874
480.879261 480.07937073131575 -384 -175.23370728188897 239.58308060527875
480.879302 480.07941173131576 -320 -175.16970728188898 239.64708060527875
480.879844 480.07995373131575 656 -174.19370728188898 240.62308060527874
480.879927 480.0800367313158 768 -174.08170728188898 240.73508060527874
480.879969 480.0800787313158 896 -173.953707281889 240.86308060527872
480.880052 480.08016173131574 1024 -173.82570728188898 240.99108060527874
480.880511 480.0806207313158 1424 -173.42570728188898 241.39108060527874
480.880927 480.08103673131575 1280 -173.56970728188898 241.24708060527874
480.880969 480.08107873131576 1024 -173.82570728188898 240.99108060527874
480.881052 480.0811617313158 896 -173.953707281889 240.86308060527872
480.881469 480.08157873131574 -896 -175.74570728188897 239.07108060527875
480.881511 480.08162073131575 -906 -175.755707281889 239.06108060527873
480.881552 480.08166173131576 -1024 -175.87370728188898 238.94308060527874
480.881636 480.0817457313158 -1280 -176.12970728188898 238.68708060527874
480.881719 480.08182873131574 -1536 -176.38570728188898 238.43108060527874
480.881802 480.08191173131576 -1792 -176.64170728188898 238.17508060527874
480.881886 480.08199573131577 -2048 -176.89770728188898 237.91908060527874
480.882052 480.08216173131575 -2560 -177.40970728188898 237.40708060527874
480.882219 480.0823287313158 -3072 -177.92170728188898 236.89508060527874
480.882427 480.08253673131577 -3584 -178.43370728188899 236.38308060527874
480.882594 480.08270373131575 -4096 -178.94570728188899 235.87108060527873
480.882969 480.08307873131577 -5120 -179.969707281889 234.84708060527873
480.883344 480.0834537313158 -6144 -180.993707281889 233.82308060527873
480.884511 480.08462073131574 -7392 -182.24170728188898 232.57508060527874
480.885469 480.08557873131576 -6144 -180.993707281889 233.82308060527873
480.886927 480.0870367313158 -5120 -179.969707281889 234.84708060527873
480.887552 480.0876617313158 -4096 -178.94570728188899 235.87108060527873
480.887761 480.0878707313158 -3072 -177.92170728188898 236.89508060527874
480.887969 480.08807873131576 -2560 -177.40970728188898 237.40708060527874
480.888219 480.08832873131576 -2048 -176.89770728188898 237.91908060527874
480.888469 480.08857873131575 -1536 -176.38570728188898 238.43108060527874
480.888594 480.0887037313158 -1280 -176.12970728188898 238.68708060527874
480.888719 480.08882873131574 -1024 -175.87370728188898 238.94308060527874
480.888802 480.08891173131576 -768 -175.61770728188898 239.19908060527874
480.888886 480.0889957313158 -640 -175.48970728188897 239.32708060527875
480.888927 480.0890367313158 -512 -175.36170728188898 239.45508060527874
480.888969 480.08907873131574 -384 -175.23370728188897 239.58308060527875
480.889427 480.0895367313158 384 -174.465707281889 240.35108060527872
480.889469 480.0895787313158 448 -174.40170728188897 240.41508060527875
480.889511 480.0896207313158 512 -174.33770728188898 240.47908060527874
480.889552 480.08966173131574 640 -174.209707281889 240.60708060527872
480.889636 480.08974573131576 768 -174.08170728188898 240.73508060527874
480.889719 480.0898287313158 896 -173.953707281889 240.86308060527872
480.889802 480.08991173131574 1024 -173.82570728188898 240.99108060527874
480.889886 480.08999573131575 1280 -173.56970728188898 241.24708060527874
480.890136 480.09024573131575 1536 -173.31370728188898 241.50308060527874
480.890427 480.09053673131575 1792 -173.05770728188898 241.75908060527874
480.890761 480.09087073131576 2048 -172.80170728188898 242.01508060527874
480.891427 480.0915367313158 2688 -172.161707281889 242.65508060527873
480.892427 480.09253673131576 2520 -172.32970728188897 242.48708060527875
480.896302 480.09641173131575 2560 -172.28970728188898 242.52708060527874
480.896969 480.0970787313158 3072 -171.77770728188898 243.03908060527874
480.897677 480.09778673131575 3584 -171.26570728188898 243.55108060527874
480.898177 480.09828673131574 4096 -170.75370728188898 244.06308060527874
480.898677 480.0987867313158 5120 -169.72970728188898 245.08708060527874
480.900052 480.1001617313158 6144 -168.70570728188898 246.11108060527874
480.901802 480.10191173131574 7168 -167.68170728188898 247.13508060527874
480.910177 480.11028673131574 8192 -166.65770728188897 248.15908060527875
480.912511 480.11262073131576 10240 -164.60970728188897 250.20708060527875
480.916302 480.11641173131574 12768 -162.08170728188898 252.73508060527874
480.924261 480.12437073131576 12288 -162.56170728188897 252.25508060527875
480.925927 480.12603673131576 10240 -164.60970728188897 250.20708060527875
480.927094 480.1272037313158 8192 -166.65770728188897 248.15908060527875
480.927886 480.12799573131576 7168 -167.68170728188898 247.13508060527874
480.930261 480.13037073131574 6339 -168.51070728188898 246.30608060527874
480.935636 480.13574573131575 7168 -167.68170728188898 247.13508060527874
480.947011 480.14712073131574 9984 -164.86570728188897 249.95108060527875
480.952469 480.15257873131577 8192 -166.65770728188897 248.15908060527875
480.953052 480.1531617313158 7168 -167.68170728188898 247.13508060527874
480.954511 480.1546207313158 6144 -168.70570728188898 246.11108060527874
480.960469 480.16057873131575 5120 -169.72970728188898 245.08708060527874
480.961427 480.1615367313158 4096 -170.75370728188898 244.06308060527874
480.961844 480.16195373131575 3584 -171.26570728188898 243.55108060527874
480.963886 480.16399573131577 2976 -171.87370728188898 242.94308060527874
480.966219 480.1663287313158 3621 -171.22870728188897 243.58808060527875
480.966761 480.1668707313158 4096 -170.75370728188898 244.06308060527874
480.967719 480.16782873131575 5120 -169.72970728188898 245.08708060527874
480.968427 480.1685367313158 6144 -168.70570728188898 246.11108060527874
480.970136 480.1702457313158 7184 -167.66570728188898 247.15108060527874
480.970636 480.1707457313158 7051 -167.798707281889 247.01808060527873
480.971177 480.1712867313158 7180 -167.66970728188898 247.14708060527875
480.973636 480.17374573131576 8832 -166.017707281889 248.79908060527873
480.984802 480.18491173131576 8192 -166.65770728188897 248.15908060527875
480.990219 480.1903287313158 7168 -167.68170728188898 247.13508060527874
480.992469 480.1925787313158 5424 -169.42570728188898 245.39108060527874
480.995302 480.19541173131574 6864 -167.98570728188898 246.83108060527874
480.999844 480.19995373131576 6144 -168.70570728188898 246.11108060527874
481.001052 480.2011617313158 5120 -169.72970728188898 245.08708060527874
481.002844 480.20295373131574 4096 -170.75370728188898 244.06308060527874
481.006177 480.20628673131574 3584 -171.26570728188898 243.55108060527874
481.007761 480.2078707313158 3072 -171.77770728188898 243.03908060527874
481.008136 480.20824573131574 2560 -172.28970728188898 242.52708060527874
481.008261 480.20837073131577 2048 -172.80170728188898 242.01508060527874
481.008386 480.20849573131574 1792 -173.05770728188898 241.75908060527874
481.008552 480.2086617313158 1536 -173.31370728188898 241.50308060527874
481.008761 480.20887073131576 1280 -173.56970728188898 241.24708060527874
481.008886 480.2089957313158 1024 -173.82570728188898 240.99108060527874
481.009052 480.20916173131576 896 -173.953707281889 240.86308060527872
481.012844 480.21295373131574 -771 -175.62070728188897 239.19608060527875
481.013011 480.21312073131577 -896 -175.74570728188897 239.07108060527875
481.013094 480.2132037313158 -1024 -175.87370728188898 238.94308060527874
481.013302 480.2134117313158 -1280 -176.12970728188898 238.68708060527874
481.013552 480.21366173131577 -1536 -176.38570728188898 238.43108060527874
481.013719 480.21382873131574 -1792 -176.64170728188898 238.17508060527874
481.014469 480.2145787313158 -2312 -177.161707281889 237.65508060527873
481.015927 480.21603673131574 -2048 -176.89770728188898 237.91908060527874
481.016136 480.2162457313158 -1536 -176.38570728188898 238.43108060527874
481.016719 480.2168287313158 -1172 -176.02170728188898 238.79508060527874
481.018594 480.21870373131577 -1540 -176.38970728188897 238.42708060527875
481.018844 480.21895373131576 -1792 -176.64170728188898 238.17508060527874
481.019094 480.21920373131576 -2048 -176.89770728188898 237.91908060527874
481.020386 480.22049573131574 -2560 -177.40970728188898 237.40708060527874
481.022886 480.2229957313158 -3072 -177.92170728188898 236.89508060527874
481.024136 480.22424573131576 -3584 -178.43370728188899 236.38308060527874
481.024636 480.22474573131575 -4096 -178.94570728188899 235.87108060527873
481.027011 480.2271207313158 -5120 -179.969707281889 234.84708060527873
481.031719 480.2318287313158 -6816 -181.66570728188898 233.15108060527874
481.034344 480.23445373131574 -6144 -180.993707281889 233.82308060527873
481.037344 480.2374537313158 -5120 -179.969707281889 234.84708060527873
481.037802 480.23791173131576 -4096 -178.94570728188899 235.87108060527873
481.041386 480.24149573131575 -3072 -177.92170728188898 236.89508060527874
481.042927 480.2430367313158 -2560 -177.40970728188898 237.40708060527874
481.043761 480.2438707313158 -2048 -176.89770728188898 237.91908060527874
481.044552 480.2446617313158 -1536 -176.38570728188898 238.43108060527874
481.044844 480.2449537313158 -1280 -176.12970728188898 238.68708060527874
481.046136 480.24624573131575 -1024 -175.87370728188898 238.94308060527874
481.046552 480.2466617313158 -768 -175.61770728188898 239.19908060527874
481.046927 480.24703673131575 -600 -175.44970728188898 239.36708060527874
481.047386 480.2474957313158 -1044 -175.893707281889 238.92308060527873
481.047802 480.24791173131575 -1280 -176.12970728188898 238.68708060527874
481.048177 480.2482867313158 -1536 -176.38570728188898 238.43108060527874
481.048552 480.24866173131574 -1792 -176.64170728188898 238.17508060527874
481.048719 480.24882873131577 -2048 -176.89770728188898 237.91908060527874
481.049011 480.24912073131577 -2560 -177.40970728188898 237.40708060527874
481.049219 480.24932873131576 -3072 -177.92170728188898 236.89508060527874
481.049469 480.24957873131575 -3584 -178.43370728188899 236.38308060527874
481.049802 480.24991173131576 -4096 -178.94570728188899 235.87108060527873
481.050511 480.25062073131573 -5120 -179.969707281889 234.84708060527873
481.051011 480.2511207313158 -6144 -180.993707281889 233.82308060527873
481.051552 480.2516617313158 -7168 -182.017707281889 232.79908060527873
481.052344 480.25245373131577 -8192 -183.041707281889 231.77508060527873
481.053469 480.25357873131577 -10240 -185.089707281889 229.72708060527873
481.054761 480.25487073131575 -12288 -187.137707281889 227.67908060527873
481.056427 480.25653673131575 -14336 -189.185707281889 225.63108060527873
481.061052 480.2611617313158 -18432 -193.28170728188897 221.53508060527875
481.078011 480.27812073131577 -16384 -191.233707281889 223.58308060527872
481.080344 480.2804537313158 -12288 -187.137707281889 227.67908060527873
481.090802 480.29091173131576 -10240 -185.089707281889 229.72708060527873
481.093136 480.2932457313158 -8192 -183.041707281889 231.77508060527873
481.094219 480.2943287313158 -6144 -180.993707281889 233.82308060527873
481.094969 480.29507873131575 -5120 -179.969707281889 234.84708060527873
481.096469 480.2965787313158 -4096 -178.94570728188899 235.87108060527873
481.098302 480.29841173131575 -3072 -177.92170728188898 236.89508060527874
481.098636 480.29874573131576 -2560 -177.40970728188898 237.40708060527874
481.099761 480.29987073131576 -2048 -176.89770728188898 237.91908060527874
481.100219 480.30032873131574 -1536 -176.38570728188898 238.43108060527874
481.101511 480.3016207313158 -1280 -176.12970728188898 238.68708060527874
481.101844 480.3019537313158 -1024 -175.87370728188898 238.94308060527874
481.104011 480.3041207313158 -768 -175.61770728188898 239.19908060527874
481.105177 480.3052867313158 -640 -175.48970728188897 239.32708060527875
481.105427 480.3055367313158 -512 -175.36170728188898 239.45508060527874
481.105552 480.30566173131575 -384 -175.23370728188897 239.58308060527875
481.105636 480.30574573131577 -320 -175.16970728188898 239.64708060527875
481.107427 480.30753673131574 775 -174.07470728188898 240.74208060527874
481.107594 480.30770373131577 896 -173.953707281889 240.86308060527872
481.107761 480.30787073131575 1024 -173.82570728188898 240.99108060527874
481.108136 480.30824573131576 1280 -173.56970728188898 241.24708060527874
481.108636 480.30874573131575 1536 -173.31370728188898 241.50308060527874
481.108886 480.30899573131575 1792 -173.05770728188898 241.75908060527874
481.109094 480.3092037313158 2048 -172.80170728188898 242.01508060527874
481.110386 480.31049573131577 2560 -172.28970728188898 242.52708060527874
481.112886 480.31299573131577 3144 -171.70570728188898 243.11108060527874
481.115719 480.3158287313158 3016 -171.833707281889 242.98308060527873
481.118011 480.3181207313158 3072 -171.77770728188898 243.03908060527874
481.122969 480.3230787313158 3584 -171.26570728188898 243.55108060527874
481.123552 480.3236617313158 4096 -170.75370728188898 244.06308060527874
481.127344 480.32745373131576 5920 -168.929707281889 245.88708060527873
481.136302 480.33641173131576 5120 -169.72970728188898 245.08708060527874
481.136886 480.33699573131577 4096 -170.75370728188898 244.06308060527874
481.138344 480.3384537313158 3584 -171.26570728188898 243.55108060527874
481.140261 480.3403707313158 3064 -171.785707281889 243.03108060527873
481.141219 480.34132873131574 2781 -172.06870728188898 242.74808060527874
481.142802 480.3429117313158 3072 -171.77770728188898 243.03908060527874
481.144635 480.34474473131576 3584 -171.26570728188898 243.55108060527874
481.152302 480.3524117313158 4512 -170.33770728188898 244.47908060527874
481.154344 480.35445373131574 4096 -170.75370728188898 244.06308060527874
481.158552 480.35866173131575 3144 -171.70570728188898 243.11108060527874
481.162552 480.36266173131577 3602 -171.24770728188898 243.56908060527874
481.164635 480.36474473131574 4096 -170.75370728188898 244.06308060527874
481.191469 480.39157873131575 5408 -169.441707281889 245.37508060527873
481.195719 480.39582873131576 5120 -169.72970728188898 245.08708060527874
481.202844 480.4029537313158 4096 -170.75370728188898 244.06308060527874
481.204927 480.40503673131576 3584 -171.26570728188898 243.55108060527874
481.208385 480.4084947313158 3072 -171.77770728188898 243.03908060527874
481.219052 480.41916173131574 2560 -172.28970728188898 242.52708060527874
481.220469 480.42057873131574 2048 -172.80170728188898 242.01508060527874
481.220802 480.42091173131575 1792 -173.05770728188898 241.75908060527874
481.222469 480.42257873131575 1536 -173.31370728188898 241.50308060527874
481.224219 480.42432873131577 1280 -173.56970728188898 241.24708060527874
481.226177 480.42628673131577 980 -173.869707281889 240.94708060527873
481.227302 480.4274117313158 995 -173.85470728188898 240.96208060527874
481.22776 480.42786973131575 896 -173.953707281889 240.86308060527872
481.267177 480.46728673131577 -773 -175.62270728188898 239.19408060527874
481.269177 480.4692867313158 -936 -175.785707281889 239.03108060527873
481.269594 480.46970373131575 -760 -175.60970728188897 239.20708060527875
481.270469 480.47057873131575 -780 -175.62970728188898 239.18708060527874
481.270927 480.47103673131573 -916 -175.76570728188898 239.05108060527874
481.271927 480.47203673131577 -750 -175.59970728188898 239.21708060527874
481.272802 480.4729117313158 -830 -175.679707281889 239.13708060527873
481.273302 480.47341173131576 -764 -175.613707281889 239.20308060527873
481.274094 480.47420373131575 -777 -175.62670728188897 239.19008060527875
481.27451 480.4746197313158 -936 -175.785707281889 239.03108060527873
481.275469 480.47557873131575 -658 -175.50770728188897 239.30908060527875
481.276052 480.47616173131576 -768 -175.61770728188898 239.19908060527874
481.278094 480.4782037313158 -968 -175.81770728188897 238.99908060527875
481.27901 480.4791197313158 -856 -175.70570728188898 239.11108060527874
481.279885 480.47999473131574 -1134 -175.98370728188897 238.83308060527875
481.28076 480.48086973131575 -881 -175.73070728188898 239.08608060527874
481.281219 480.4813287313158 -1038 -175.887707281889 238.92908060527873
481.285135 480.4852447313158 -1280 -176.12970728188898 238.68708060527874
481.29051 480.49061973131575 -1536 -176.38570728188898 238.43108060527874
481.293969 480.49407873131577 -1792 -176.64170728188898 238.17508060527874
481.301385 480.50149473131574 -2048 -176.89770728188898 237.91908060527874
481.31351 480.51361973131577 -2560 -177.40970728188898 237.40708060527874
481.32251 480.5226197313158 -3072 -177.92170728188898 236.89508060527874
481.36376 480.5638697313158 -3744 -178.59370728188898 236.22308060527874
481.377135 480.5772447313158 -3072 -177.92170728188898 236.89508060527874
481.384177 480.5842867313158 -2560 -177.40970728188898 237.40708060527874
481.393094 480.5932037313158 -2048 -176.89770728188898 237.91908060527874
481.397302 480.5974117313158 -1536 -176.38570728188898 238.43108060527874
481.398635 480.5987447313158 -1280 -176.12970728188898 238.68708060527874
481.405552 480.60566173131576 -1024 -175.87370728188898 238.94308060527874
481.409302 480.6094117313158 -768 -175.61770728188898 239.19908060527874
481.412969 480.61307873131574 -594 -175.44370728188898 239.37308060527874
481.41376 480.6138697313158 -1169 -176.018707281889 238.79808060527873
