R9PLT  LON,LAT,size  -57.89565324783325 -34.96598482131958 1500
457.411349 456.55010828061273 -670 98.90796841246755 257.70221581617693
457.412182 456.55094128061273 -628 98.94996841246756 257.74421581617696
457.423474 456.56223328061276 -640 98.93796841246755 257.73221581617696
457.423807 456.56256628061277 -768 98.80996841246755 257.604215816177
457.424141 456.5629002806128 -896 98.68196841246755 257.47621581617693
457.424432 456.5631912806128 -1024 98.55396841246755 257.34821581617695
457.424974 456.5637332806128 -1280 98.29796841246755 257.092215816177
457.425891 456.56465028061274 -1596 97.98196841246755 256.77621581617694
457.427349 456.56610828061275 -1448 98.12996841246756 256.92421581617697
457.428641 456.5674002806128 -1708 97.86996841246756 256.6642158161769
457.429974 456.5687332806128 -1536 98.04196841246755 256.83621581617695
457.430224 456.56898328061277 -1280 98.29796841246755 257.092215816177
457.430349 456.56910828061274 -1024 98.55396841246755 257.34821581617695
457.430474 456.56923328061276 -768 98.80996841246755 257.604215816177
457.430599 456.56935828061273 -640 98.93796841246755 257.73221581617696
457.432182 456.5709412806128 640 100.21796841246756 259.01221581617693
457.432349 456.57110828061275 768 100.34596841246756 259.1402158161769
457.432474 456.5712332806128 896 100.47396841246756 259.26821581617696
457.432599 456.57135828061274 1024 100.60196841246756 259.39621581617695
457.432724 456.57148328061277 1280 100.85796841246756 259.6522158161769
457.432974 456.57173328061276 1536 101.11396841246756 259.90821581617695
457.433266 456.57202528061276 1792 101.36996841246756 260.1642158161769
457.433599 456.5723582806128 2048 101.62596841246756 260.42021581617695
457.434682 456.57344128061277 3000 102.57796841246756 261.37221581617695
457.437016 456.5757752806128 2560 102.13796841246756 260.93221581617695
457.437349 456.57610828061274 2048 101.62596841246756 260.42021581617695
457.437682 456.57644128061276 1792 101.36996841246756 260.1642158161769
457.437974 456.57673328061276 1536 101.11396841246756 259.90821581617695
457.438391 456.5771502806128 610 100.18796841246755 258.98221581617696
457.440516 456.57927528061276 751 100.32896841246756 259.1232158161769
457.441641 456.58040028061276 504 100.08196841246756 258.87621581617697
457.446641 456.58540028061276 642 100.21996841246755 259.01421581617694
457.446807 456.58556628061274 768 100.34596841246756 259.1402158161769
457.446932 456.58569128061276 896 100.47396841246756 259.26821581617696
457.447099 456.58585828061274 1024 100.60196841246756 259.39621581617695
457.447391 456.58615028061274 1280 100.85796841246756 259.6522158161769
457.447682 456.58644128061275 1536 101.11396841246756 259.90821581617695
457.448599 456.58735828061276 1792 101.36996841246756 260.1642158161769
457.452557 456.5913162806128 2048 101.62596841246756 260.42021581617695
457.454057 456.59281628061274 2560 102.13796841246756 260.93221581617695
457.455641 456.5944002806128 3072 102.64996841246756 261.44421581617695
457.459266 456.5980252806128 3840 103.41796841246756 262.2122158161769
457.460141 456.5989002806128 3584 103.16196841246756 261.95621581617695
457.460516 456.59927528061274 3072 102.64996841246756 261.44421581617695
457.460974 456.5997332806128 2560 102.13796841246756 260.93221581617695
457.463974 456.60273328061277 1928 101.50596841246755 260.30021581617694
457.465516 456.60427528061274 2312 101.88996841246755 260.68421581617696
457.466557 456.6053162806128 2048 101.62596841246756 260.42021581617695
457.466932 456.60569128061275 1792 101.36996841246756 260.1642158161769
457.467266 456.60602528061276 1536 101.11396841246756 259.90821581617695
457.467557 456.60631628061276 1280 100.85796841246756 259.6522158161769
457.467724 456.60648328061274 1024 100.60196841246756 259.39621581617695
457.467932 456.6066912806128 896 100.47396841246756 259.26821581617696
457.468182 456.6069412806128 734 100.31196841246755 259.1062158161769
457.473099 456.61185828061275 652 100.22996841246756 259.02421581617693
457.473432 456.61219128061276 768 100.34596841246756 259.1402158161769
457.478349 456.61710828061274 926 100.50396841246756 259.29821581617693
457.479391 456.6181502806128 896 100.47396841246756 259.26821581617696
457.479807 456.61856628061275 760 100.33796841246756 259.13221581617694
457.483224 456.62198328061277 650 100.22796841246756 259.0222158161769
457.483516 456.62227528061277 768 100.34596841246756 259.1402158161769
457.483807 456.6225662806128 896 100.47396841246756 259.26821581617696
457.484849 456.62360828061276 1216 100.79396841246755 259.58821581617696
457.486016 456.62477528061277 1024 100.60196841246756 259.39621581617695
457.486932 456.6256912806128 788 100.36596841246755 259.16021581617696
457.488557 456.6273162806128 900 100.47796841246756 259.2722158161769
457.491849 456.63060828061276 1196 100.77396841246755 259.568215816177
457.493641 456.6324002806128 988 100.56596841246756 259.36021581617695
457.495057 456.63381628061273 1024 100.60196841246756 259.39621581617695
457.496182 456.63494128061274 1280 100.85796841246756 259.6522158161769
457.496766 456.63552528061274 1536 101.11396841246756 259.90821581617695
457.497557 456.63631628061273 1792 101.36996841246756 260.1642158161769
457.498016 456.63677528061277 2048 101.62596841246756 260.42021581617695
457.501891 456.64065028061276 2952 102.52996841246755 261.32421581617695
457.504182 456.6429412806128 2560 102.13796841246756 260.93221581617695
457.504641 456.64340028061275 2048 101.62596841246756 260.42021581617695
457.505016 456.6437752806128 1792 101.36996841246756 260.1642158161769
457.505307 456.6440662806128 1536 101.11396841246756 259.90821581617695
457.505516 456.64427528061276 1280 100.85796841246756 259.6522158161769
457.505599 456.6443582806128 1024 100.60196841246756 259.39621581617695
457.505724 456.64448328061275 896 100.47396841246756 259.26821581617696
457.505807 456.64456628061276 768 100.34596841246756 259.1402158161769
457.506807 456.64556628061274 -768 98.80996841246755 257.604215816177
457.506974 456.6457332806128 -896 98.68196841246755 257.47621581617693
457.507099 456.64585828061274 -1024 98.55396841246755 257.34821581617695
457.507266 456.6460252806128 -1280 98.29796841246755 257.092215816177
457.507391 456.64615028061274 -1536 98.04196841246755 256.83621581617695
457.507724 456.64648328061276 -1792 97.78596841246755 256.580215816177
457.508016 456.64677528061276 -2048 97.52996841246755 256.32421581617695
457.509349 456.64810828061275 -2560 97.01796841246755 255.81221581617694
457.510099 456.6488582806128 -3072 96.50596841246755 255.30021581617694
457.511057 456.64981628061275 -3584 95.99396841246755 254.78821581617694
457.511641 456.65040028061276 -4096 95.48196841246755 254.27621581617694
457.512349 456.65110828061273 -5120 94.45796841246755 253.25221581617694
457.512891 456.6516502806128 -6144 93.43396841246755 252.22821581617694
457.513807 456.65256628061275 -7168 92.40996841246755 251.20421581617694
457.514557 456.6533162806128 -8192 91.38596841246755 250.18021581617694
457.515516 456.65427528061275 -10240 89.33796841246756 248.13221581617694
457.517807 456.65656628061276 -12480 87.09796841246755 245.89221581617696
457.519724 456.65848328061276 -12288 87.28996841246756 246.08421581617694
457.520599 456.65935828061276 -10240 89.33796841246756 248.13221581617694
457.521516 456.6602752806128 -8192 91.38596841246755 250.18021581617694
457.539557 456.67831628061276 -6144 93.43396841246755 252.22821581617694
457.540141 456.67890028061277 -5120 94.45796841246755 253.25221581617694
457.540849 456.67960828061274 -4096 95.48196841246755 254.27621581617694
457.541849 456.6806082806128 -3072 96.50596841246755 255.30021581617694
457.542849 456.68160828061275 -2560 97.01796841246755 255.81221581617694
457.543224 456.68198328061277 -2048 97.52996841246755 256.32421581617695
457.543599 456.68235828061273 -1536 98.04196841246755 256.83621581617695
457.544141 456.6829002806128 -1280 98.29796841246755 257.092215816177
457.546141 456.68490028061274 -1024 98.55396841246755 257.34821581617695
457.546349 456.6851082806128 -768 98.80996841246755 257.604215816177
457.546557 456.68531628061277 -640 98.93796841246755 257.73221581617696
457.546724 456.68548328061274 -512 99.06596841246756 257.86021581617695
457.551016 456.68977528061276 512 100.08996841246756 258.88421581617695
457.551182 456.68994128061274 640 100.21796841246756 259.01221581617693
457.551307 456.69006628061277 768 100.34596841246756 259.1402158161769
457.551474 456.69023328061274 896 100.47396841246756 259.26821581617696
457.551641 456.6904002806128 1024 100.60196841246756 259.39621581617695
457.551932 456.6906912806128 1280 100.85796841246756 259.6522158161769
457.552266 456.69102528061273 1536 101.11396841246756 259.90821581617695
457.552724 456.6914832806128 1792 101.36996841246756 260.1642158161769
457.553391 456.69215028061274 2048 101.62596841246756 260.42021581617695
457.554016 456.69277528061275 2560 102.13796841246756 260.93221581617695
457.554516 456.69327528061274 3072 102.64996841246756 261.44421581617695
457.555807 456.6945662806128 3584 103.16196841246756 261.95621581617695
457.557432 456.69619128061277 4096 103.67396841246756 262.46821581617695
457.565932 456.70469128061274 4075 103.65296841246756 262.44721581617694
457.572391 456.71115028061274 3062 102.63996841246755 261.43421581617696
457.573724 456.7124832806128 2560 102.13796841246756 260.93221581617695
457.574391 456.71315028061275 2048 101.62596841246756 260.42021581617695
457.574724 456.71348328061276 1792 101.36996841246756 260.1642158161769
457.575016 456.71377528061277 1536 101.11396841246756 259.90821581617695
457.575349 456.7141082806128 1280 100.85796841246756 259.6522158161769
457.575682 456.71444128061273 1024 100.60196841246756 259.39621581617695
457.575849 456.71460828061277 896 100.47396841246756 259.26821581617696
457.576057 456.71481628061275 768 100.34596841246756 259.1402158161769
457.576266 456.71502528061274 640 100.21796841246756 259.01221581617693
457.578349 456.71710828061276 -653 98.92496841246755 257.7192158161769
457.578557 456.71731628061275 -768 98.80996841246755 257.604215816177
457.578766 456.71752528061273 -896 98.68196841246755 257.47621581617693
457.578932 456.71769128061277 -1024 98.55396841246755 257.34821581617695
457.579557 456.7183162806128 -1280 98.29796841246755 257.092215816177
457.580474 456.71923328061274 -1536 98.04196841246755 256.83621581617695
457.584307 456.7230662806128 -1880 97.69796841246756 256.49221581617695
457.586099 456.72485828061275 -1536 98.04196841246755 256.83621581617695
457.587099 456.7258582806128 -1280 98.29796841246755 257.092215816177
457.587766 456.72652528061275 -1024 98.55396841246755 257.34821581617695
457.588807 456.72756628061273 -670 98.90796841246755 257.70221581617693
457.591807 456.7305662806128 -1030 98.54796841246755 257.342215816177
457.592682 456.7314412806128 -1280 98.29796841246755 257.092215816177
457.593224 456.7319832806128 -1536 98.04196841246755 256.83621581617695
457.594599 456.7333582806128 -1808 97.76996841246755 256.56421581617695
457.596474 456.73523328061276 -1536 98.04196841246755 256.83621581617695
457.597724 456.7364832806128 -1280 98.29796841246755 257.092215816177
457.598266 456.7370252806128 -1024 98.55396841246755 257.34821581617695
457.598516 456.7372752806128 -768 98.80996841246755 257.604215816177
457.598974 456.73773328061276 -640 98.93796841246755 257.73221581617696
457.599557 456.73831628061276 -512 99.06596841246756 257.86021581617695
457.615307 456.75406628061273 644 100.22196841246756 259.01621581617695
457.616807 456.75556628061275 768 100.34596841246756 259.1402158161769
457.617932 456.75669128061276 896 100.47396841246756 259.26821581617696
457.618641 456.7574002806128 1024 100.60196841246756 259.39621581617695
457.619182 456.7579412806128 1280 100.85796841246756 259.6522158161769
457.619807 456.75856628061274 1536 101.11396841246756 259.90821581617695
457.620349 456.75910828061274 1792 101.36996841246756 260.1642158161769
457.622057 456.76081628061274 2240 101.81796841246755 260.61221581617696
457.623182 456.76194128061275 2048 101.62596841246756 260.42021581617695
457.623724 456.76248328061274 1792 101.36996841246756 260.1642158161769
457.624349 456.76310828061276 1536 101.11396841246756 259.90821581617695
457.624849 456.76360828061274 1280 100.85796841246756 259.6522158161769
457.625099 456.76385828061274 1024 100.60196841246756 259.39621581617695
457.625349 456.7641082806128 896 100.47396841246756 259.26821581617696
457.625682 456.76444128061274 768 100.34596841246756 259.1402158161769
457.628224 456.76698328061275 -642 98.93596841246756 257.73021581617695
457.630099 456.76885828061273 -846 98.73196841246755 257.52621581617694
457.631807 456.77056628061274 -768 98.80996841246755 257.604215816177
457.644807 456.7835662806128 647 100.22496841246756 259.01921581617694
457.645266 456.78402528061275 768 100.34596841246756 259.1402158161769
457.645849 456.78460828061276 896 100.47396841246756 259.26821581617696
457.647016 456.78577528061277 1024 100.60196841246756 259.39621581617695
457.649141 456.78790028061275 1280 100.85796841246756 259.6522158161769
457.652141 456.79090028061273 1536 101.11396841246756 259.90821581617695
457.654557 456.79331628061277 1864 101.44196841246756 260.2362158161769
457.657141 456.7959002806128 1792 101.36996841246756 260.1642158161769
457.662641 456.80140028061277 1536 101.11396841246756 259.90821581617695
457.663766 456.80252528061277 1280 100.85796841246756 259.6522158161769
457.664057 456.8028162806128 1024 100.60196841246756 259.39621581617695
457.664557 456.80331628061276 896 100.47396841246756 259.26821581617696
457.665766 456.8045252806128 748 100.32596841246756 259.12021581617694
